2017-06-29 17:09:56 | 645 | /index.php | query | d100efceabec43dd598205930f4a1c6519162289 | 0.050733 | 0.050767 | SELECT * FROM `iwide_send_task` `sk` WHERE `sk`.`inter_id` =0 AND `sk`.`is_active` = 't' | host=30.iwide.cn:3306 dbname=iwide30vip username=vip
2017-06-29 17:09:56 | 645 | /index.php | query | d100efceabec43dd598205930f4a1c6519162289 | 0.037466 | 0.037492 | SELECT `sk`.*, `ske`.`send_num`, `ske`.`send_fail_num`, `ske`.`task_status` FROM `iwide_send_task` `sk` LEFT JOIN `iwide_send_task_execute` `ske` ON `ske`.`task_id` = `sk`.`task_id` WHERE `sk`.`inter_id` =0 AND `sk`.`is_active` = 't'  LIMIT 20 | host=30.iwide.cn:3306 dbname=iwide30vip username=vip
2017-06-29 17:10:20 | 644 | /index.php | query | d100efceabec43dd598205930f4a1c6519162289 | 0.03172 | 0.031766 | SELECT * FROM `iwide_send_task` `sk` WHERE `sk`.`inter_id` =0 AND `sk`.`is_active` = 't' | host=30.iwide.cn:3306 dbname=iwide30vip username=vip
2017-06-29 17:10:20 | 644 | /index.php | query | d100efceabec43dd598205930f4a1c6519162289 | 0.033635 | 0.033661 | SELECT `sk`.*, `ske`.`send_num`, `ske`.`send_fail_num`, `ske`.`task_status` FROM `iwide_send_task` `sk` LEFT JOIN `iwide_send_task_execute` `ske` ON `ske`.`task_id` = `sk`.`task_id` WHERE `sk`.`inter_id` =0 AND `sk`.`is_active` = 't'  LIMIT 20 | host=30.iwide.cn:3306 dbname=iwide30vip username=vip
2017-06-29 17:19:29 | 645 | /index.php | query | 84f489a14c9e64f413253aaf7f3f26a57f338bff | 0.033011 | 0.033039 | SELECT `member_lvl_id`, `lvl_name`, `is_default` FROM `iwide_member_lvl` WHERE `inter_id` = 'a484619482' | host=30.iwide.cn:3306 dbname=iwide30vip username=vip
2017-06-29 17:19:29 | 645 | /index.php | query | 84f489a14c9e64f413253aaf7f3f26a57f338bff | 0.032515 | 0.032542 | SELECT `p`.`package_id`, `p`.`inter_id`, `p`.`name`, `pl`.`ele_type`, `pl`.`ele_value`, `pl`.`ele_num`, `pl`.`package_element_id`, `pl`.`status`, `p`.`status` as `package_status`, `p`.`status` as `package_status` FROM `iwide_package` `p` LEFT JOIN `iwide_package_element` `pl` ON `p`.`package_id` = `pl`.`package_id` WHERE `p`.`inter_id` = 'a484619482' AND `p`.`is_active` = 't' AND `pl`.`status` = 1 ORDER BY `p`.`createtime` desc, `p`.`package_id` desc | host=30.iwide.cn:3306 dbname=iwide30vip username=vip
2017-06-29 17:19:29 | 645 | /index.php | query | 84f489a14c9e64f413253aaf7f3f26a57f338bff | 0.033038 | 0.033118 | SELECT * FROM `iwide_card` WHERE `inter_id` = 'a484619482' AND `is_f` = 'f' AND `is_active` = 't' ORDER BY `createtime` desc, `card_id` desc | host=30.iwide.cn:3306 dbname=iwide30vip username=vip
2017-06-29 17:19:29 | 645 | /index.php | query | 84f489a14c9e64f413253aaf7f3f26a57f338bff | 0.030835 | 0.030863 | SELECT `card_id`, `inter_id`, `title`, `time_start`, `time_end`, `use_time_end_model`, `use_time_end`, `card_stock` FROM `iwide_card` WHERE `inter_id` = 'a484619482' AND `is_f` = 'f' AND `is_active` = 't' ORDER BY `createtime` desc, `card_id` desc | host=30.iwide.cn:3306 dbname=iwide30vip username=vip
2017-06-29 17:25:56 | 645 | /index.php | query | bddb41533fb56a8ca519448fc5eab3bb96cf40f6 | 0.033472 | 0.033501 | SELECT * FROM `iwide_send_task` `sk` WHERE `sk`.`inter_id` = 'a484619482' AND `sk`.`is_active` = 't' | host=30.iwide.cn:3306 dbname=iwide30vip username=vip
2017-06-29 17:25:56 | 645 | /index.php | query | bddb41533fb56a8ca519448fc5eab3bb96cf40f6 | 0.035287 | 0.035313 | SELECT `sk`.*, `ske`.`send_num`, `ske`.`send_fail_num`, `ske`.`task_status` FROM `iwide_send_task` `sk` LEFT JOIN `iwide_send_task_execute` `ske` ON `ske`.`task_id` = `sk`.`task_id` WHERE `sk`.`inter_id` = 'a484619482' AND `sk`.`is_active` = 't'  LIMIT 20 | host=30.iwide.cn:3306 dbname=iwide30vip username=vip
